Material type,ISBN,Name,All names,Title,Variant titles,Country of publication,Publisher,Year of publication,Edition,Topics,Genres,Languages
Online resource,9780718185664,Roald Dahl,,Cruelty,,England,Penguin,2016,,English fiction--20th century ; FICTION / Family Life ; Short Stories ; FICTION / Contemporary Women ; Cruelty ; FICTION / Psychological ; FICTION / Romance / Contemporary ; Cruelty--Fiction ; FICTION / Literary ; FICTION / Satire,Fiction,English
Online resource,9781405910910,Roald Dahl,,The Landlady (A Roald Dahl Short Story),,England ; United Kingdom,Penguin,2012,,,,English
Online resource,9781405910958,Roald Dahl,,Mrs Bixby and the Colonel's Coat (A Roald Dahl Short Story),,England ; United Kingdom,Penguin,2012,,,,English
Online resource,9781405911092,Roald Dahl,,Skin : A Roald Dahl Short Story,,England,Penguin,2012,,"Short stories, English",,English
Online resource,9781405911115,Roald Dahl,,The Wish (A Roald Dahl Short Story),,England ; United Kingdom,Penguin,2012,,,,English
Online resource,9781405911207,Roald Dahl,,The Visitor (A Roald Dahl Short Story),,England ; United Kingdom,Penguin,2012,,FICTION / Humorous / General,,English
Online resource,9781405911290,Roald Dahl,,Yesterday was Beautiful (A Roald Dahl Short Story),,England ; United Kingdom,Penguin,2012,,,,English
Online resource,9780141965338,Roald Dahl,,Going solo,,United Kingdom,Penguin,2012,,"Roald Dahl--Juvenile literature ; World War (1939-1945) ; Africa, East ; World War, 1939-1945--Personal narratives, British ; Authors, English ; World War, 1939-1945--Personal narratives, British--Juvenile literature ; Air Forces & Warfare ; Second World War ; Military & Wars ; BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs ; Biography & Autobiography ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature ; Personal narrative,English
Online resource,9780141965635,Roald Dahl,Roald Dahl ; Quentin Blake,Spotty Powder and other splendiferous secrets,,England,Puffin,2010,,"JUVENILE NONFICTION / People & Places / General ; Children's stories, English",,English
Online resource,9780141930299,David Wood,Roald Dahl ; Jane Walmsley ; David Wood,The BFG : the plays,BFG ; BFG: plays for children,United Kingdom,Puffin,2017,,Giants ; Giants--Drama ; Orphans--Juvenile drama ; Orphans--Drama ; Giants--Juvenile drama,Drama,English
Online resource,9780141378503,Roald Dahl,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,England ; United Kingdom,Puffin,2016,,JUVENILE FICTION / Animals / Foxes ; Classic fiction (Children's / Teenage),Children's fiction,English
Volume,9781444838770,Roald Dahl,,Someone like you,,England,Ulverscroft Collections,2018,,Large type books,,English
Volume,9781444838787,Roald Dahl,,Kiss kiss,,England,Ulverscroft Collections,2018,,Large type books,,English
Volume,9781526722072,Nadia Cohen,,The real Roald Dahl,,England,Pen & Sword History,2018,,"Authors, English--20th century--Biography ; Roald Dahl",Biography,English
Volume,9780241378618,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda : the original story : astrophysicist,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Volume,9780241378694,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda : the original story : chief executive of the British Library,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Volume,9780241378748,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda : the original story : world traveller,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Volume,9780141377537,Roald Dahl,Roald Dahl ; Quentin Blake,Billy and the Minpins,Minpins,England,Puffin,2018,"Colour edition, illustrated by Quentin Blake",,Children's fiction,English
Volume,9780241384565,Roald Dahl,,Roald Dahl's creative writing with Charlie and the chocolate factory : how to write tremendous characters,Charlie and the chocolate factory,England,Puffin,2019,,Fiction--Authorship--Juvenile literature ; Characters and characteristics in literature--Juvenile literature,Children's literature,English
Volume,9780241384572,,,Roald Dahl's creative writing with the BFG : how to write splendid settings,,England,Puffin,2019,,Creative writing--Juvenile literature ; Authorship--Technique--Juvenile literature,Children's literature,English
Volume,9780241384589,Roald Dahl,,Roald Dahl's creative writing with Matilda : how to write spellbinding speech,Matilda,England,Puffin,2019,,Fiction--Authorship--Juvenile literature,Children's literature,English
eBook,9780241399514,Roald Dahl,Roald Dahl ; Quentin Blake,Billy and the Minpins,Minpins,England,Puffin,2019,"Colour edition, illustrated by Quentin Blake",JUVENILE FICTION / Fantasy & Magic ; JUVENILE FICTION / Action & Adventure / General ; Adventure stories (Children's / Teenage),Children's fiction,English
Volume,9780241371183,Lauren Holowaty,Lauren Holowaty ; Roald Dahl ; Quentin Blake,Roald Dahl's Matilda's how to be a genius,Matilda's how to be a genius,England,Puffin,2019,1,Tricks--Juvenile literature ; Roald Dahl--Miscellanea,Children's literature,English
eBook,9780241371190,Roald Dahl,Roald Dahl ; Quentin Blake ; Roald Dahl,Roald Dahl's Matilda's how to be a genius : brilliant tricks to bamboozle grown-ups,,England,Puffin,2019,,Tricks--Juvenile literature ; Roald Dahl--Miscellanea,Children's literature,English
,9781909907898,Roald Dahl,Roald Dahl ; Quentin Blake ; Niamh Ni Argain,Charlie agus Monarcha na Seaclaide,,England,Leabhar Breac,2018,,,,English ; Irish
Volume,9780192771971,Roald Dahl,Quentin Blake ; Susan Rennie ; Roald Dahl,Roald Dahl's rotsome & repulsant words,Rotsome & repulsant words,England,Oxford University Press,2019,,Roald Dahl--Juvenile literature ; Vocabulary--Juvenile literature,Children's literature,English
Volume,9781444839517,Roald Dahl,Roald Dahl ; Roald Dahl,Switch bitch,Bitch ; Great switcheroo ; Last act ; Visitor,England,Ulverscroft Collections,2019,,Sex--Fiction,Fiction ; Large print,English
Volume,9781444839876,Roald Dahl,,The wonderful story of Henry Sugar,,England,Ulverscroft Collections,2019,,"Young adult fiction, English ; Large type books",,English
Volume,9780241370308,Quentin Blake,Roald Dahl ; Quentin Blake,Roald dahl's ABC,,England,Puffin,2019,,English language--Alphabet--Pictorial works--Juvenile literature ; Board books,Children's literature ; Pictorial work,English
Volume,9780241370315,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's colours,,England,Puffin,2019,,English language--Alphabet--Pictorial works--Juvenile literature ; Board books,Children's literature ; Pictorial work,English
Volume,9781789881073,,Young Writers ; Sarah Waterhouse ; Roald Dahl,Phizz-whizzing words. Gloriumptious creations,Gloriumptious creations,England,Young Writers,2019,,"School verse, English--Great Britain ; School prose, English--Great Britain",,English
Volume,9781849673464,Roald Dahl,Elin Meek ; Roald Dahl ; Quentin Blake,Mr Cadno Campus,Fantastic Mr Fox. Welsh,Wales,Rily Publications,2018,,,,Welsh
Volume,9780241390795,Roald Dahl,,Cruelty,Short stories. Selections,England,Michael Joseph,2019,,,,English
Volume,9781526751768,Nadia Cohen,,The real Roald Dahl,,England,Pen & Sword History,2019,,"Authors, English--20th century--Biography ; Roald Dahl",Biography,English
Volume,9781785302350,Roald Dahl,Quentin Blake ; Anne Donovan ; Roald Dahl,Matilda in Scots,,Scotland,Itchy Coo,2019,,,Children's fiction ; Humour or satire,Scots
Volume,9780241397688,,,Boy,,England,Penguin,2019,,"Readers ; Novelists, English--20th century--Biography ; Readers--Novelists, English ; Roald Dahl",Biography,English
Volume,9780241417119,Roald Dahl,,Matilda,,England,Penguin,2019,,,Humour or satire,English
Volume,9780241422137,,,Matilda's jokes for awesome kids,Matilda,England,Puffin,2019,,"Wit and humor, Juvenile",,English
Volume,9780241428153,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda's how to be brave,,England,Puffin,2019,,Courage--Miscellanea--Juvenile literature,Children's literature,English
Volume,9780241382653,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's little library,Little library,England,Puffin,2019,,Vocabulary--Pictorial works--Juvenile literature ; English language--Synonyms and antonyms--Pictorial works--Juvenile literature ; Counting--Pictorial works--Juvenile literature ; Board books ; Colors--Pictorial works--Juvenile literature ; Lift-the-flap books,Children's literature ; Pictorial work,English
Volume,9780241419106,Roald Dahl,Roald Dahl ; Quentin Blake,Roald dahl's little library,Little library,England,Puffin,2019,,Vocabulary--Pictorial works--Juvenile literature ; English language--Synonyms and antonyms--Pictorial works--Juvenile literature ; Counting--Pictorial works--Juvenile literature ; Board books ; Colors--Pictorial works--Juvenile literature ; Lift-the-flap books,Children's literature ; Pictorial work,English
Volume,9780192766694,Susan Rennie,Susan Rennie ; Roald Dahl ; Quentin Blake,Oxford Roald Dahl thesaurus,Roald Dahl thesaurus,England,Oxford University Press,2019,,"Roald Dahl--Language--Juvenile literature ; Words, New--Juvenile literature",Children's literature,English
Volume,9780241428122,,,Roald Dahl's The twelve days of Christmas,,England,Puffin,2019,,Christmas--Juvenile literature ; Roald Dahl--Characters--Juvenile literature,Children's literature,English
,9781783124817,Stella Caldwell,Roald Dahl ; Quentin Blake ; Stella Caldwell,Roald Dahl's Beastly Brutes & Heroic Human Beans,,England,Carlton,2019,,,,English
,9781910898352,Roald Dahl,,Boy,,England,Slightly Foxed,2019,Edition with numbered copies,,,English
Online resource,9781785302961,Roald Dahl,Quentin Blake ; Anne Donovan ; Roald Dahl,Matilda in Scots,,,Itchy Coo,2019,,,,English
eBook,9781785302961,Roald Dahl,Quentin Blake ; Anne Donovan ; Roald Dahl,Matilda in Scots,,Scotland,Itchy Coo,2019,,,Children's fiction ; Humour or satire,Scots
Online resource,9780241440308,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's The Twelve Days of Christmas,,England ; United Kingdom,Puffin,2019,,JUVENILE NONFICTION / Cooking & Food ; Cooking & food (Children's / Teenage) ; JUVENILE NONFICTION / Activity Books / General ; Humour & jokes (Children's / Teenage) ; JUVENILE NONFICTION / Humor / Jokes & Riddles,,English
Online resource,9780241432181,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda's how to be brave,,England,Puffin,2019,,Courage--Miscellanea--Juvenile literature,Children's literature,English
Volume,9780241367896,,Roald Dahl,Esio trot,Esio Trot,England,Ladybird,2020,,,Children's fiction ; Reader,English
Volume,9780241367926,,Roald Dahl,"The giraffe, the pelly and me","Giraffe, the pelly and me",England,Ladybird,2020,,,Children's fiction ; Reader,English
Volume,9780241368152,Roald Dahl,,The magic finger,,England,Ladybird,2020,,,Children's fiction ; Reader,English
Volume,9780241368169,,Roald Dahl ; Quentin Blake,The enormous crocodile,Enormous crocodile,England,Ladybird,2020,,,Children's fiction ; Reader,English
Volume,9780241384602,,,Roald Dahl creative writing with the Twits : remarkable reasons to write,Creative writing with the Twits ; Twits,England,Puffin,2020,,Authorship--Juvenile literature,Children's literature,English
Volume,9780241384619,,,Roald Dahl creative writing with Fantastic Mr Fox : how to write a marvellous plot,Fantastic Mr Fox,England,Puffin,2020,,Fiction--Authorship--Juvenile literature,Children's literature,English
Volume,9780241384626,,,Creative writing with James and the giant peach : how to write phenomenal poetry,James and the giant peach,England,Puffin,2020,,Poetry--Authorship--Juvenile literature,Children's literature,English
Online resource,9780241422458,,,Matilda's jokes for awesome kids,Matilda,England ; United Kingdom,Puffin,2019,,"Wit and humor, Juvenile",,English
,9781910898369,Roald Dahl,,Going Solo,,England,Slightly Foxed,2019,Edition with numbered copies,,,English
Volume,9781839285790 ; 9781839285806,,Young Writers ; Jenni Harrison ; Roald Dahl,Phizz whizzing words. Awesome creations,,England,Young Writers,2020,,"School verse, English--Great Britain ; School prose, English--Great Britain",,English
Volume,9780241430217,Roald Dahl,Roald Dahl ; Quentin Blake,My dad is fantastic,,England,Puffin,2020,,,Board book ; Children's fiction ; Story in rhyme,English
Volume,9780241430927,,Roald Dahl,Going solo,,England,Penguin,2020,,"Novelists, English--20th century--Biography--Juvenile literature ; Readers ; Readers--Novelists, English ; Roald Dahl",Biography ; Children's literature,English
Volume,9781839288067,,Young Writers ; Jenni Harrison ; Roald Dahl,Phizz whizzing words. Amazing creations,,England,Young Writers,2020,,"School verse, English--Great Britain ; School prose, English--Great Britain",,English
Volume,9780241428139,Lauren Holowaty,Roald Dahl,Willy Wonka's Everlasting Book Of Fun,,England,Puffin,2020,,"Puzzles--Juvenile literature ; Wonka, Willy (Fictitious character)",Children's literature,English
Volume,9780241438817,Roald Dahl,Roald Dahl ; Quentin Blake,The witches,,England,Puffin,2020,,Witches--Juvenile fiction,Children's fiction,English
Volume,9781849673471,Roald Dahl,Elin Meek ; Roald Dahl ; Quentin Blake,Moddion rhyfeddol George,George's marvellous medicine. Welsh,Wales,Rily,2020,,,Children's fiction ; Humour or satire,Welsh
eBook,9780241482360,Roald Dahl,Roald Dahl ; Roald Dahl,Boy,,England,Penguin,2020,,"Readers ; Novelists, English--20th century--Biography ; Readers--Novelists, English ; Roald Dahl",Biography,English
eBook,9780241483091,Roald Dahl,Roald Dahl ; Roald Dahl,Going solo,,England,Penguin,2020,,"Novelists, English--20th century--Biography--Juvenile literature ; Readers ; Readers--Novelists, English ; Roald Dahl",Biography ; Children's literature,English
Volume,9780241447970,,Roald Dahl ; Quentin Blake,The world of Roald Dahl,,England,Puffin,2020,,Roald Dahl--Miscellanea--Juvenile literature,Children's literature,English
Volume,9780241461792,,Roald Dahl ; Quentin Blake,How to avoid witches,Witches,England,Puffin,2020,,,Children's fiction,English
Volume,9780702304903,Pénélope Bagieu,Roald Dahl ; Pénélope Bagieu,The witches : the graphic novel,Witches,England,Scholastic,2020,,,Children's fiction,English
Volume,9780192777461,Roald Dahl,Quentin Blake ; Susan Rennie ; Roald Dahl,Roald Dahl's rotsome words,Rotsome words,England,Oxford University Press,2020,,Roald Dahl--Juvenile literature ; Vocabulary--Juvenile literature,Children's literature,English
Volume,9780192777478,Roald Dahl,Quentin Blake ; Susan Rennie ; Roald Dahl,Words of magical mischief,,England,Oxford University Press,2020,,Roald Dahl--Juvenile literature ; Vocabulary--Juvenile literature,Children's literature,English
,9780241439999,Roald Dahl,,Roald Dahl: Shapes,,England ; New Zealand,Booksite Afrika ; Penguin ; Puffin ; United Book,2020,,,,English
,9780241440001,Roald Dahl,,Roald Dahl: Words : A Lift-the-Flap Book,,England ; New Zealand,Booksite Afrika ; Penguin ; Puffin ; United Book,2020,,,,English
eBook,9781849678186,Roald Dahl,Elin Meek ; Roald Dahl ; Quentin Blake,Matilda,Matilda. Welsh,Wales,Rily,2020,,,Children's fiction ; Humour or satire,Welsh
eBook,9781849678193,Roald Dahl,Elin Meek ; Roald Dahl ; Quentin Blake,Charlie a'r ffatri siocled,Charlie and the chocolate factory. Welsh,Wales,Rily,2020,,"Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Children's fiction,Welsh
eBook,9781849678209,Roald Dahl,Elin Meek ; Roald Dahl ; Quentin Blake,Charlie a'r esgynnydd mawr gwydr,Charlie and the great glass elevator. Welsh,Wales,Rily,2020,,"Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,Welsh
